,link_photo,name,brand,price,type
197,https://www.bieres.com/790-home_default/bloody-chancer.jpg,Bloody chancer,Boundary,,
198,https://www.bieres.com/1004-home_default/stereo-mono-mosaic.jpg,Stereo mono Mosaïc,To øl City,,
199,https://www.bieres.com/1028-home_default/organic-raspberry.jpg,Organic Raspberry,Samuel Smith,,
200,https://www.bieres.com/1022-home_default/organic-pale-ale.jpg,Organic Pale ale,Samuel Smith,,
201,https://www.bieres.com/1037-home_default/organic-strawberry.jpg,Organic Strawberry,Samuel Smith,,
202,https://www.bieres.com/812-home_default/fuego-sour.jpg,Fuego Sour,Fierce,,
203,https://www.bieres.com/941-home_default/robb-de-matt.jpg,Robb de matt,Lambrate,,
204,https://www.bieres.com/998-home_default/taddy-porter.jpg,Taddy Porter,Samuel Smith,,
205,https://www.bieres.com/956-home_default/gaina.jpg,Gaina,Lambrate,,
206,https://www.bieres.com/1013-home_default/body-riddle.jpg,Body riddle,Whiplash,,
207,https://www.bieres.com/983-home_default/rollover.jpg,Rollover,Whiplash,,
208,https://www.bieres.com/977-home_default/lumina.jpg,Lumina,Siren Craft Brew,,
209,https://www.bieres.com/950-home_default/lune-seule-fois.jpg,Lune seule fois,Pleine Lune,,
210,https://www.bieres.com/938-home_default/northern-lights.jpg,Northern Lights,Whiplash,,
211,https://www.bieres.com/914-home_default/name-dropping.jpg,Name Dropping,La P'tite Maiz,,
212,https://www.bieres.com/905-home_default/jour-j.jpg,Jour J,Effet Papillon,,
213,https://www.bieres.com/890-home_default/liripip.jpg,Liripip,The Wild Beer Co.,,
214,https://www.bieres.com/884-home_default/cosmic.jpg,Cosmic,Lambrate,,
215,https://www.bieres.com/878-home_default/let-the-night-in.jpg,Let The Night In,Siren Craft Brew,,
216,https://www.bieres.com/872-home_default/aurone.jpg,Aurone,La Malpolon,,
217,https://www.bieres.com/917-home_default/tartu-pilsner.jpg,Tartu Pilsner,Pühaste,,
218,https://www.bieres.com/974-home_default/beetbox.jpg,Beetbox,Pühaste,,
219,https://www.bieres.com/866-home_default/magnet.jpg,Magnet,Pühaste,,
220,https://www.bieres.com/863-home_default/01-saison-pink-lady-.jpg,01 Saison Pink Lady,Brew by  Numbers,,
221,https://www.bieres.com/854-home_default/pessegoun.jpg,Pessegoun,Brasserie de Sulauze,,
222,https://www.bieres.com/836-home_default/frank.jpg,Frank,Flügge,,
223,https://www.bieres.com/923-home_default/mosaiiik.jpg,Mosaiiik,Pühaste,,
224,https://www.bieres.com/830-home_default/kiss-my-ace.jpg,Kiss My Ace,La Débauche,,
225,https://www.bieres.com/824-home_default/india-project-ale.jpg,India Project Ale,Craig Allan,,
226,https://www.bieres.com/929-home_default/yasamin.jpg,Yasamin,Brasserie de la Goutte d'Or,,
227,https://www.bieres.com/902-home_default/marilune-monroe.jpg,Marilune Monroe,Pleine Lune,,
228,https://www.bieres.com/845-home_default/south-2020.jpg,South 2020,Frontaal,,
229,https://www.bieres.com/1040-home_default/zest.jpg,Zest,Extraomnes,,
230,https://www.bieres.com/848-home_default/nelson-s-folly.jpg,Nelson's Folly,Brasserie du Grand Paris,,
231,https://www.bieres.com/896-home_default/ni-dieu-ni-maitre.jpg,Ni Dieu Ni Maître,Brasserie Sainte Cru,,
232,https://www.bieres.com/1094-home_default/organic-choco-stout.jpg,Organic Choco Stout,Samuel Smith,,
233,https://www.bieres.com/1097-home_default/soundwave.jpg,Soundwave IPA,Siren Craft Brew,,
234,https://www.bieres.com/1109-home_default/blond.jpg,Blond,Extraomnes,,
235,https://www.bieres.com/1112-home_default/blanche-du-paradis.jpg,Blanche du Paradis,Dieu du ciel,,
236,https://www.bieres.com/1118-home_default/calypso.jpg,Calypso,Siren Craft Brew,,
237,https://www.bieres.com/1127-home_default/yulu.jpg,Yulu,Siren Craft Brew,,
238,https://www.bieres.com/992-home_default/millionaire.jpg,Millionaire,The Wild Beer Co.,,
239,https://www.bieres.com/821-home_default/hiram.jpg,Hiram,Brasserie de la Goutte d'Or,,
240,https://www.bieres.com/1129-home_default/american-magnut.jpg,American magut,Lambrate,,
241,https://www.bieres.com/1135-home_default/bibble.jpg,Bibble,The Wild Beer Co.,,
242,https://www.bieres.com/1147-home_default/organic-cherry-.jpg,Organic Cherry,Samuel Smith,,
243,https://www.bieres.com/1209-home_default/water-jump.jpg,Water Jump,Whiplash,,
244,https://www.bieres.com/1203-home_default/sentinelle-.jpg,Sentinelle,Dieu du ciel,,
245,https://www.bieres.com/1254-home_default/sour-noize.jpg,Sour Noise,Brasserie de Sulauze,,
